date,country,apl-driving,apl-transit,apl-walking
2020-04-21,SAU,42.77,,49.52
2020-04-22,SAU,44.63,,53.35
2020-04-23,SAU,39.31,,51.35
2020-04-24,SAU,31.79,,41.53
2020-04-25,SAU,33.99,,42.74
2020-04-26,SAU,37.79,,44.04
2020-04-27,SAU,42.28,,52.28
alternative_name,SRB,Србија,,Србија
2020-01-13,SRB,100.0,,100.0
2020-01-14,SRB,92.27,,90.46
2020-01-15,SRB,100.9,,93.49
2020-01-16,SRB,97.59,,96.7
2020-01-17,SRB,106.79,,108.13
2020-01-18,SRB,108.43,,113.43
2020-01-19,SRB,95.39,,79.56
2020-01-20,SRB,90.05,,91.82
2020-01-21,SRB,93.26,,96.72
2020-01-22,SRB,90.87,,100.02
2020-01-23,SRB,91.91,,102.75
2020-01-24,SRB,101.85,,114.24
2020-01-25,SRB,103.84,,117.3
2020-01-26,SRB,98.02,,96.79
2020-01-27,SRB,91.87,,99.6
2020-01-28,SRB,88.23,,98.62
2020-01-29,SRB,90.02,,98.94
2020-01-30,SRB,90.26,,104.62
2020-01-31,SRB,99.97,,113.15
2020-02-01,SRB,110.43,,128.07
2020-02-02,SRB,100.38,,102.0
2020-02-03,SRB,91.19,,104.57
2020-02-04,SRB,90.47,,95.38
2020-02-05,SRB,88.18,,88.06
2020-02-06,SRB,91.08,,94.35
2020-02-07,SRB,101.36,,111.1
2020-02-08,SRB,107.92,,113.83
2020-02-09,SRB,103.15,,91.38
2020-02-10,SRB,93.28,,94.44
2020-02-11,SRB,92.82,,92.15
2020-02-12,SRB,96.5,,101.14
2020-02-13,SRB,101.03,,104.88
2020-02-14,SRB,124.44,,125.65
2020-02-15,SRB,121.0,,119.63
2020-02-16,SRB,113.23,,99.16
2020-02-17,SRB,112.67,,97.27
2020-02-18,SRB,95.3,,98.22
2020-02-19,SRB,98.57,,109.34
2020-02-20,SRB,100.69,,110.2
2020-02-21,SRB,113.03,,114.46
2020-02-22,SRB,118.52,,116.93
2020-02-23,SRB,105.11,,87.45
2020-02-24,SRB,89.74,,101.41
2020-02-25,SRB,91.5,,101.01
2020-02-26,SRB,89.75,,93.47
2020-02-27,SRB,92.49,,93.43
2020-02-28,SRB,104.89,,107.63
2020-02-29,SRB,111.59,,142.25
2020-03-01,SRB,106.27,,99.91
2020-03-02,SRB,90.39,,105.54
2020-03-03,SRB,89.5,,91.65
2020-03-04,SRB,90.03,,99.45
2020-03-05,SRB,91.33,,106.81
2020-03-06,SRB,104.78,,113.19
2020-03-07,SRB,114.25,,118.53
2020-03-08,SRB,98.59,,78.41
2020-03-09,SRB,87.83,,101.65
2020-03-10,SRB,83.48,,92.06
2020-03-11,SRB,73.01,,86.79
2020-03-12,SRB,71.31,,84.66
2020-03-13,SRB,71.06,,78.15
2020-03-14,SRB,62.42,,63.84
2020-03-15,SRB,51.57,,44.41
2020-03-16,SRB,43.66,,38.01
2020-03-17,SRB,39.0,,38.14
2020-03-18,SRB,35.23,,32.62
2020-03-19,SRB,33.87,,31.61
2020-03-20,SRB,37.22,,30.14
2020-03-21,SRB,32.35,,29.96
2020-03-22,SRB,25.81,,21.39
2020-03-23,SRB,26.17,,22.58
2020-03-24,SRB,23.14,,19.78
2020-03-25,SRB,23.38,,17.85
2020-03-26,SRB,25.31,,19.13
2020-03-27,SRB,26.92,,23.96
2020-03-28,SRB,27.23,,25.08
2020-03-29,SRB,22.52,,22.16
2020-03-30,SRB,28.36,,23.5
2020-03-31,SRB,29.01,,25.72
2020-04-01,SRB,28.98,,24.38
2020-04-02,SRB,27.62,,27.68
2020-04-03,SRB,30.62,,27.92
2020-04-04,SRB,21.55,,21.41
2020-04-05,SRB,22.06,,18.6
2020-04-06,SRB,30.2,,27.37
2020-04-07,SRB,29.53,,27.79
2020-04-08,SRB,29.47,,23.41
2020-04-09,SRB,32.63,,27.9
2020-04-10,SRB,31.3,,26.71
2020-04-11,SRB,20.49,,18.73
2020-04-12,SRB,23.29,,20.99
2020-04-13,SRB,35.13,,31.9
2020-04-14,SRB,33.78,,25.48
2020-04-15,SRB,33.71,,36.89
2020-04-16,SRB,33.84,,30.93
2020-04-17,SRB,28.38,,27.15
2020-04-18,SRB,19.39,,17.32
2020-04-19,SRB,20.08,,16.2
2020-04-20,SRB,26.9,,24.23
2020-04-21,SRB,42.32,,39.59
2020-04-22,SRB,37.57,,35.77
2020-04-23,SRB,40.24,,40.12
2020-04-24,SRB,38.58,,36.01
2020-04-25,SRB,21.19,,18.07
2020-04-26,SRB,27.07,,24.97
2020-04-27,SRB,43.5,,41.68
2020-01-13,SGP,100.0,100.0,100.0
2020-01-14,SGP,101.95,98.45,104.42
2020-01-15,SGP,103.48,96.46,104.79
2020-01-16,SGP,112.19,105.04,110.5
2020-01-17,SGP,124.68,120.4,133.23
2020-01-18,SGP,107.62,107.33,122.37
2020-01-19,SGP,100.58,93.66,100.68
2020-01-20,SGP,104.77,92.37,98.06
2020-01-21,SGP,104.16,92.08,101.62
2020-01-22,SGP,103.24,91.49,103.46
2020-01-23,SGP,97.99,93.31,104.9
2020-01-24,SGP,82.12,77.19,97.21
2020-01-25,SGP,84.87,77.7,98.59
2020-01-26,SGP,85.04,80.27,94.88
2020-01-27,SGP,80.35,77.87,85.01
2020-01-28,SGP,77.74,73.42,78.54
2020-01-29,SGP,79.51,69.6,72.46
2020-01-30,SGP,84.99,76.26,81.35
2020-01-31,SGP,98.58,90.92,97.23
2020-02-01,SGP,89.63,79.48,92.56
2020-02-02,SGP,84.3,73.83,76.7
2020-02-03,SGP,84.9,77.39,76.38
2020-02-04,SGP,87.91,79.2,80.69
2020-02-05,SGP,86.66,75.15,80.86
2020-02-06,SGP,90.06,76.62,83.76
2020-02-07,SGP,96.27,82.71,96.94
2020-02-08,SGP,78.64,68.72,84.66
2020-02-09,SGP,75.57,62.02,67.46
2020-02-10,SGP,77.83,65.32,65.72
2020-02-11,SGP,78.98,66.01,63.56
2020-02-12,SGP,79.82,67.32,68.26
2020-02-13,SGP,84.98,71.54,73.74
2020-02-14,SGP,93.03,79.96,89.89
2020-02-15,SGP,77.05,67.16,78.75
2020-02-16,SGP,73.0,62.47,64.12
2020-02-17,SGP,77.12,64.09,66.4
2020-02-18,SGP,77.77,65.28,66.27
2020-02-19,SGP,79.39,65.97,69.15
2020-02-20,SGP,83.23,69.44,69.64
2020-02-21,SGP,92.76,79.72,84.98
2020-02-22,SGP,81.13,71.6,78.55
2020-02-23,SGP,76.11,64.17,63.35
2020-02-24,SGP,78.15,64.06,63.19
2020-02-25,SGP,79.54,65.47,66.4
2020-02-26,SGP,81.05,70.42,68.18
2020-02-27,SGP,83.14,71.92,69.5
2020-02-28,SGP,93.76,81.48,85.62
2020-02-29,SGP,82.91,72.34,79.27
2020-03-01,SGP,77.65,67.37,65.92
2020-03-02,SGP,79.17,68.05,65.31
2020-03-03,SGP,79.24,69.37,65.96
2020-03-04,SGP,81.32,69.48,68.43
2020-03-05,SGP,85.11,73.18,69.33
2020-03-06,SGP,94.99,81.88,84.43
2020-03-07,SGP,81.06,71.49,75.32
2020-03-08,SGP,77.08,65.74,62.08
2020-03-09,SGP,77.37,66.03,62.11
2020-03-10,SGP,79.71,68.47,64.7
2020-03-11,SGP,78.92,68.05,63.38
2020-03-12,SGP,79.9,68.33,64.32
2020-03-13,SGP,90.07,79.59,79.65
2020-03-14,SGP,78.2,68.72,71.84
2020-03-15,SGP,75.54,67.93,61.54
2020-03-16,SGP,73.21,65.47,57.76
2020-03-17,SGP,78.27,66.84,61.79
2020-03-18,SGP,76.03,65.88,59.05
2020-03-19,SGP,76.03,65.29,60.35
2020-03-20,SGP,82.4,68.99,70.86
2020-03-21,SGP,68.64,57.98,59.69
2020-03-22,SGP,63.64,51.17,47.5
2020-03-23,SGP,65.53,51.62,45.79
2020-03-24,SGP,64.92,50.2,47.03
2020-03-25,SGP,65.26,48.44,48.46
2020-03-26,SGP,66.16,48.45,47.28
2020-03-27,SGP,69.19,49.52,54.72
2020-03-28,SGP,59.0,41.9,50.0
2020-03-29,SGP,60.63,43.9,45.79
2020-03-30,SGP,62.49,43.79,43.32
2020-03-31,SGP,63.1,45.57,47.08
2020-04-01,SGP,62.37,44.39,45.28
2020-04-02,SGP,63.77,42.86,44.38
2020-04-03,SGP,67.51,42.04,52.39
2020-04-04,SGP,60.4,38.73,52.34
2020-04-05,SGP,67.85,39.92,51.39
2020-04-06,SGP,57.88,31.11,42.6
2020-04-07,SGP,41.53,20.82,32.36
2020-04-08,SGP,38.14,18.3,30.95
2020-04-09,SGP,35.87,15.71,34.31
2020-04-10,SGP,37.66,15.42,34.88
2020-04-11,SGP,34.53,14.46,36.09
2020-04-12,SGP,37.34,15.79,32.33
2020-04-13,SGP,36.6,13.99,27.87
2020-04-14,SGP,37.98,14.16,27.23
2020-04-15,SGP,36.77,12.77,25.82
2020-04-16,SGP,38.99,13.18,28.2
2020-04-17,SGP,40.78,13.93,30.0
2020-04-18,SGP,36.59,12.37,30.72
2020-04-19,SGP,38.2,13.76,29.35
2020-04-20,SGP,36.78,12.99,27.92
2020-04-21,SGP,37.47,12.61,27.71
2020-04-22,SGP,37.36,12.12,27.53
2020-04-23,SGP,38.4,12.17,25.31
2020-04-24,SGP,37.86,12.57,25.87
2020-04-25,SGP,34.48,11.74,27.17
2020-04-26,SGP,35.94,12.39,25.06
2020-04-27,SGP,36.99,13.22,25.66
alternative_name,SVK,Slovensko,Slovensko,Slovensko
2020-01-13,SVK,100.0,100.0,100.0
2020-01-14,SVK,101.89,90.14,102.64
2020-01-15,SVK,100.42,96.37,106.86
2020-01-16,SVK,100.04,93.12,112.4
2020-01-17,SVK,109.34,97.58,126.02
2020-01-18,SVK,98.69,96.28,108.33
2020-01-19,SVK,94.91,93.21,81.93
2020-01-20,SVK,95.38,92.37,100.87
2020-01-21,SVK,99.44,85.49,105.31
2020-01-22,SVK,101.42,96.56,106.9
2020-01-23,SVK,102.73,94.79,114.22
2020-01-24,SVK,119.31,109.21,129.07
2020-01-25,SVK,99.99,106.7,119.17
2020-01-26,SVK,96.78,103.53,86.21
2020-01-27,SVK,98.29,91.07,103.51
2020-01-28,SVK,101.22,92.0,104.72
2020-01-29,SVK,100.6,96.19,109.13
2020-01-30,SVK,101.16,98.33,117.4
2020-01-31,SVK,113.27,107.07,131.52
2020-02-01,SVK,96.94,96.93,128.93
2020-02-02,SVK,101.62,103.91,97.41
2020-02-03,SVK,103.84,102.05,110.68
2020-02-04,SVK,104.3,94.88,106.01
2020-02-05,SVK,100.71,101.49,107.9
2020-02-06,SVK,106.38,103.35,121.28
2020-02-07,SVK,117.68,106.51,141.41
2020-02-08,SVK,108.21,106.05,127.89
2020-02-09,SVK,105.76,102.79,101.67
2020-02-10,SVK,100.43,105.02,114.12
2020-02-11,SVK,104.5,97.95,124.69
2020-02-12,SVK,110.66,101.58,128.57
2020-02-13,SVK,110.58,94.6,139.86
2020-02-14,SVK,127.24,111.91,151.25
2020-02-15,SVK,119.69,110.33,139.13
2020-02-16,SVK,112.7,102.23,110.51
2020-02-17,SVK,104.5,117.77,126.22
2020-02-18,SVK,107.99,114.14,133.59
2020-02-19,SVK,111.44,109.86,124.98
2020-02-20,SVK,112.03,105.77,131.81
2020-02-21,SVK,122.63,112.47,146.91
2020-02-22,SVK,107.5,97.3,132.93
2020-02-23,SVK,106.68,112.47,98.54
2020-02-24,SVK,103.01,95.72,127.29
2020-02-25,SVK,105.1,109.49,139.5
2020-02-26,SVK,106.02,100.74,131.45
2020-02-27,SVK,105.13,101.49,121.57
2020-02-28,SVK,112.45,106.05,123.41
2020-02-29,SVK,90.88,83.63,117.47
2020-03-01,SVK,92.63,84.37,80.57
2020-03-02,SVK,98.39,100.19,106.76
2020-03-03,SVK,101.52,96.74,109.65
2020-03-04,SVK,106.83,92.28,112.74
2020-03-05,SVK,107.18,92.28,119.48
2020-03-06,SVK,111.0,94.6,128.21
2020-03-07,SVK,91.05,87.81,126.12
2020-03-08,SVK,90.48,81.4,92.87
2020-03-09,SVK,86.81,70.51,97.45
2020-03-10,SVK,83.1,63.44,90.46
2020-03-11,SVK,77.78,55.63,80.59
2020-03-12,SVK,70.13,57.49,88.23
2020-03-13,SVK,58.52,36.65,53.74
2020-03-14,SVK,43.65,32.65,42.43
2020-03-15,SVK,42.59,35.26,41.43
2020-03-16,SVK,42.59,30.98,39.54
2020-03-17,SVK,45.02,34.33,41.99
2020-03-18,SVK,46.27,30.14,43.83
2020-03-19,SVK,48.54,36.93,52.32
2020-03-20,SVK,49.77,34.05,49.75
2020-03-21,SVK,36.0,29.86,24.62
2020-03-22,SVK,39.63,28.84,31.72
2020-03-23,SVK,43.75,28.56,35.84
2020-03-24,SVK,46.58,25.12,38.65
2020-03-25,SVK,47.58,32.37,36.25
2020-03-26,SVK,51.2,34.33,44.0
2020-03-27,SVK,56.31,36.28,53.45
2020-03-28,SVK,53.08,35.35,54.49
2020-03-29,SVK,50.72,35.53,47.23
2020-03-30,SVK,52.41,32.93,41.94
2020-03-31,SVK,55.05,32.09,42.6
2020-04-01,SVK,57.23,33.77,49.26
2020-04-02,SVK,58.71,34.33,52.99
2020-04-03,SVK,59.76,32.84,54.2
2020-04-04,SVK,52.44,35.07,55.42
2020-04-05,SVK,59.09,46.14,61.54
2020-04-06,SVK,63.27,39.07,58.15
2020-04-07,SVK,74.45,40.19,66.32
2020-04-08,SVK,43.78,33.4,46.74
2020-04-09,SVK,38.23,45.12,53.04
2020-04-10,SVK,30.44,36.74,51.92
2020-04-11,SVK,31.24,38.6,55.7
2020-04-12,SVK,34.41,42.14,62.13
2020-04-13,SVK,39.93,36.84,43.67
2020-04-14,SVK,68.71,38.79,50.89
2020-04-15,SVK,71.72,48.47,66.83
2020-04-16,SVK,73.24,45.58,73.05
2020-04-17,SVK,74.63,48.56,69.96
2020-04-18,SVK,64.27,48.09,74.08
2020-04-19,SVK,60.72,43.91,49.02
2020-04-20,SVK,70.21,43.35,66.76
2020-04-21,SVK,72.28,47.16,68.38
2020-04-22,SVK,73.89,43.16,71.97
2020-04-23,SVK,78.38,49.49,80.59
2020-04-24,SVK,76.76,45.67,73.88
2020-04-25,SVK,64.45,46.79,59.2
2020-04-26,SVK,76.78,54.6,72.26
2020-04-27,SVK,74.29,50.79,69.33
alternative_name,SVN,Slovenija,,Slovenija
2020-01-13,SVN,100.0,,100.0
2020-01-14,SVN,100.53,,101.13
2020-01-15,SVN,102.17,,108.83
2020-01-16,SVN,102.85,,109.16
2020-01-17,SVN,111.81,,123.46
2020-01-18,SVN,103.15,,93.36
2020-01-19,SVN,97.65,,79.9
2020-01-20,SVN,104.15,,104.49
2020-01-21,SVN,101.68,,106.42
2020-01-22,SVN,103.34,,114.89
2020-01-23,SVN,110.77,,119.26
2020-01-24,SVN,121.38,,131.81
2020-01-25,SVN,106.5,,110.58
2020-01-26,SVN,96.59,,72.71
2020-01-27,SVN,94.91,,98.8
2020-01-28,SVN,94.7,,96.97
2020-01-29,SVN,100.79,,120.54
2020-01-30,SVN,99.88,,115.14
2020-01-31,SVN,119.45,,119.96
2020-02-01,SVN,110.01,,117.62
2020-02-02,SVN,99.68,,95.04
2020-02-03,SVN,98.7,,123.53
2020-02-04,SVN,95.61,,106.46
2020-02-05,SVN,104.38,,125.28
2020-02-06,SVN,102.34,,126.52
2020-02-07,SVN,122.09,,131.38
2020-02-08,SVN,115.24,,119.55
2020-02-09,SVN,107.58,,89.93
2020-02-10,SVN,108.3,,116.71
2020-02-11,SVN,112.47,,129.22
2020-02-12,SVN,110.07,,122.18
2020-02-13,SVN,132.85,,170.56
2020-02-14,SVN,186.34,,362.5
2020-02-15,SVN,138.04,,193.21
2020-02-16,SVN,119.17,,115.65
2020-02-17,SVN,106.58,,129.77
2020-02-18,SVN,106.6,,127.33
2020-02-19,SVN,109.79,,127.69
2020-02-20,SVN,116.48,,125.9
2020-02-21,SVN,128.85,,143.45
2020-02-22,SVN,120.33,,130.5
2020-02-23,SVN,120.12,,107.11
2020-02-24,SVN,108.21,,139.37
2020-02-25,SVN,102.38,,137.61
2020-02-26,SVN,101.07,,103.76
2020-02-27,SVN,104.61,,120.36
2020-02-28,SVN,114.17,,139.51
2020-02-29,SVN,102.13,,117.95
2020-03-01,SVN,93.93,,76.91
2020-03-02,SVN,93.68,,106.71
2020-03-03,SVN,97.15,,104.74
2020-03-04,SVN,102.24,,119.04
2020-03-05,SVN,100.33,,119.45
2020-03-06,SVN,109.3,,131.92
2020-03-07,SVN,101.14,,123.46
2020-03-08,SVN,98.54,,95.0
2020-03-09,SVN,88.86,,102.59
2020-03-10,SVN,87.04,,94.02
2020-03-11,SVN,85.92,,104.34
2020-03-12,SVN,68.77,,82.63
2020-03-13,SVN,61.01,,53.41
2020-03-14,SVN,42.95,,45.35
2020-03-15,SVN,38.98,,53.41
2020-03-16,SVN,37.13,,51.44
2020-03-17,SVN,36.35,,48.85
2020-03-18,SVN,37.31,,50.13
2020-03-19,SVN,37.72,,51.55
2020-03-20,SVN,37.81,,46.15
2020-03-21,SVN,28.86,,35.13
2020-03-22,SVN,29.99,,31.23
2020-03-23,SVN,30.39,,29.95
2020-03-24,SVN,31.83,,33.97
2020-03-25,SVN,29.42,,29.3
2020-03-26,SVN,29.82,,29.95
2020-03-27,SVN,32.57,,34.99
2020-03-28,SVN,30.45,,37.32
2020-03-29,SVN,29.14,,31.48
2020-03-30,SVN,27.37,,28.86
2020-03-31,SVN,29.48,,32.65
2020-04-01,SVN,31.26,,36.08
2020-04-02,SVN,29.51,,42.14
2020-04-03,SVN,32.16,,42.36
2020-04-04,SVN,24.76,,39.33
2020-04-05,SVN,28.35,,50.71
2020-04-06,SVN,33.66,,48.3
2020-04-07,SVN,35.57,,50.35
2020-04-08,SVN,36.68,,53.96
2020-04-09,SVN,38.77,,52.68
2020-04-10,SVN,35.73,,51.73
2020-04-11,SVN,24.74,,42.28
2020-04-12,SVN,26.31,,60.93
2020-04-13,SVN,32.02,,58.01
2020-04-14,SVN,33.42,,34.8
2020-04-15,SVN,38.77,,54.21
2020-04-16,SVN,41.61,,59.47
2020-04-17,SVN,44.21,,61.44
2020-04-18,SVN,35.1,,65.16
2020-04-19,SVN,35.05,,57.53
2020-04-20,SVN,43.37,,53.59
2020-04-21,SVN,48.51,,56.26
2020-04-22,SVN,52.25,,69.65
2020-04-23,SVN,51.37,,67.79
2020-04-24,SVN,51.99,,66.44
2020-04-25,SVN,37.54,,55.93
2020-04-26,SVN,35.15,,55.02
2020-04-27,SVN,42.26,,66.14
2020-01-13,ZAF,100.0,,100.0
2020-01-14,ZAF,103.33,,103.14
2020-01-15,ZAF,102.27,,101.11
2020-01-16,ZAF,101.82,,99.47
2020-01-17,ZAF,106.8,,99.37
2020-01-18,ZAF,89.31,,84.44
2020-01-19,ZAF,84.96,,72.98
2020-01-20,ZAF,101.47,,96.72
2020-01-21,ZAF,105.95,,104.0
2020-01-22,ZAF,104.83,,104.22
2020-01-23,ZAF,109.54,,109.55
2020-01-24,ZAF,120.31,,118.63
2020-01-25,ZAF,106.57,,108.02
2020-01-26,ZAF,94.5,,91.74
2020-01-27,ZAF,107.1,,113.52
2020-01-28,ZAF,109.67,,119.46
2020-01-29,ZAF,113.23,,116.29
2020-01-30,ZAF,117.6,,114.71
2020-01-31,ZAF,136.04,,135.03
2020-02-01,ZAF,115.99,,124.96
2020-02-02,ZAF,106.83,,113.31
2020-02-03,ZAF,114.67,,135.56
2020-02-04,ZAF,114.47,,127.67
2020-02-05,ZAF,114.24,,123.13
2020-02-06,ZAF,118.54,,126.37
2020-02-07,ZAF,129.46,,136.18
2020-02-08,ZAF,104.16,,111.29
2020-02-09,ZAF,99.9,,94.03
2020-02-10,ZAF,108.61,,111.48
2020-02-11,ZAF,113.22,,111.66
2020-02-12,ZAF,114.45,,118.01
2020-02-13,ZAF,118.92,,119.67
2020-02-14,ZAF,139.69,,141.6
2020-02-15,ZAF,110.5,,115.82
2020-02-16,ZAF,99.72,,91.94
2020-02-17,ZAF,106.35,,107.37
2020-02-18,ZAF,108.74,,108.75
2020-02-19,ZAF,112.9,,108.48
2020-02-20,ZAF,113.82,,110.02
2020-02-21,ZAF,129.7,,123.2
2020-02-22,ZAF,101.39,,106.95
2020-02-23,ZAF,92.75,,82.9
2020-02-24,ZAF,103.24,,101.45
2020-02-25,ZAF,108.55,,103.18
2020-02-26,ZAF,113.39,,109.1
2020-02-27,ZAF,119.81,,113.27
2020-02-28,ZAF,150.31,,131.37
2020-02-29,ZAF,122.95,,127.51
2020-03-01,ZAF,104.57,,90.69
2020-03-02,ZAF,105.13,,102.51
2020-03-03,ZAF,108.79,,103.37
2020-03-04,ZAF,110.74,,106.7
2020-03-05,ZAF,115.87,,113.13
2020-03-06,ZAF,135.35,,124.67
2020-03-07,ZAF,116.99,,116.86
2020-03-08,ZAF,95.31,,81.2
2020-03-09,ZAF,99.33,,96.18
2020-03-10,ZAF,105.24,,96.21
2020-03-11,ZAF,106.1,,93.05
2020-03-12,ZAF,104.77,,95.97
2020-03-13,ZAF,125.37,,111.59
2020-03-14,ZAF,105.36,,101.52
2020-03-15,ZAF,82.58,,71.64
2020-03-16,ZAF,80.35,,77.88
2020-03-17,ZAF,80.59,,78.52
2020-03-18,ZAF,78.03,,73.42
2020-03-19,ZAF,77.22,,72.32
2020-03-20,ZAF,84.49,,74.19
2020-03-21,ZAF,65.56,,58.65
2020-03-22,ZAF,51.97,,43.92
2020-03-23,ZAF,59.26,,52.11
2020-03-24,ZAF,66.18,,55.39
2020-03-25,ZAF,75.8,,60.8
2020-03-26,ZAF,64.77,,54.67
2020-03-27,ZAF,11.08,,13.82
2020-03-28,ZAF,9.82,,14.3
2020-03-29,ZAF,10.91,,14.38
2020-03-30,ZAF,14.12,,15.77
2020-03-31,ZAF,15.45,,17.11
2020-04-01,ZAF,15.95,,18.7
2020-04-02,ZAF,16.43,,20.41
2020-04-03,ZAF,17.28,,19.08
2020-04-04,ZAF,13.46,,15.69
2020-04-05,ZAF,13.16,,15.5
2020-04-06,ZAF,17.04,,18.19
2020-04-07,ZAF,17.49,,19.34
2020-04-08,ZAF,17.91,,20.52
2020-04-09,ZAF,18.73,,21.26
2020-04-10,ZAF,15.98,,19.45
2020-04-11,ZAF,16.12,,20.05
2020-04-12,ZAF,13.3,,16.42
2020-04-13,ZAF,15.87,,18.05
2020-04-14,ZAF,19.67,,21.41
2020-04-15,ZAF,21.39,,24.9
2020-04-16,ZAF,21.44,,21.67
2020-04-17,ZAF,21.79,,23.58
2020-04-18,ZAF,17.87,,20.27
2020-04-19,ZAF,16.33,,17.78
2020-04-20,ZAF,21.37,,23.15
2020-04-21,ZAF,20.85,,24.97
2020-04-22,ZAF,22.04,,24.09
2020-04-23,ZAF,22.8,,25.86
2020-04-24,ZAF,24.78,,27.5
2020-04-25,ZAF,20.96,,24.57
2020-04-26,ZAF,17.31,,19.56
2020-04-27,ZAF,19.86,,22.18
alternative_name,ESP,España,España,España
2020-01-13,ESP,100.0,100.0,100.0
2020-01-14,ESP,101.06,98.32,98.35
2020-01-15,ESP,103.08,101.88,100.8
2020-01-16,ESP,107.43,106.29,107.91
2020-01-17,ESP,124.86,120.34,134.63
2020-01-18,ESP,123.89,112.86,143.26
2020-01-19,ESP,101.5,94.58,94.59
2020-01-20,ESP,101.95,103.87,91.8
2020-01-21,ESP,102.93,102.0,88.99
2020-01-22,ESP,106.88,106.9,100.26
2020-01-23,ESP,112.59,113.27,112.84
2020-01-24,ESP,127.44,122.48,135.73
2020-01-25,ESP,127.66,117.48,150.12
2020-01-26,ESP,111.82,100.02,108.39
2020-01-27,ESP,105.04,103.94,105.71
2020-01-28,ESP,106.33,106.38,108.1
2020-01-29,ESP,107.78,107.91,109.17
2020-01-30,ESP,112.33,111.9,114.23
2020-01-31,ESP,132.37,126.45,144.92
2020-02-01,ESP,135.93,123.1,167.1
2020-02-02,ESP,120.04,103.18,116.06
2020-02-03,ESP,107.89,107.08,113.25
2020-02-04,ESP,109.43,106.72,114.17
2020-02-05,ESP,110.11,110.11,113.67
2020-02-06,ESP,114.99,114.79,120.27
2020-02-07,ESP,136.32,130.29,147.92
2020-02-08,ESP,139.46,120.69,166.35
2020-02-09,ESP,119.97,100.58,112.38
2020-02-10,ESP,109.85,105.11,113.58
2020-02-11,ESP,111.59,105.33,113.22
2020-02-12,ESP,114.33,109.87,118.13
2020-02-13,ESP,122.29,116.83,131.71
2020-02-14,ESP,150.55,135.77,172.16
2020-02-15,ESP,151.96,126.58,192.6
2020-02-16,ESP,130.41,116.03,133.31
2020-02-17,ESP,114.74,129.21,125.89
2020-02-18,ESP,118.75,137.13,129.57
2020-02-19,ESP,121.59,136.61,131.74
2020-02-20,ESP,126.22,143.03,138.1
2020-02-21,ESP,150.25,157.63,165.75
2020-02-22,ESP,150.06,153.86,191.28
2020-02-23,ESP,131.06,129.1,134.83
2020-02-24,ESP,122.17,130.22,130.32
2020-02-25,ESP,118.88,125.4,121.11
2020-02-26,ESP,119.43,131.87,123.93
2020-02-27,ESP,131.03,144.73,136.99
2020-02-28,ESP,149.81,160.26,170.82
2020-02-29,ESP,145.53,148.3,183.15
2020-03-01,ESP,124.66,133.9,125.56
2020-03-02,ESP,111.16,129.45,112.98
2020-03-03,ESP,110.44,128.39,114.03
2020-03-04,ESP,113.99,134.24,120.37
2020-03-05,ESP,120.11,141.99,130.01
2020-03-06,ESP,140.06,160.56,157.84
2020-03-07,ESP,142.84,155.51,178.42
2020-03-08,ESP,118.78,128.11,123.06
2020-03-09,ESP,102.18,117.27,108.59
2020-03-10,ESP,98.95,105.2,104.81
2020-03-11,ESP,94.52,96.82,100.74
2020-03-12,ESP,80.37,68.61,82.83
2020-03-13,ESP,71.42,47.29,66.09
2020-03-14,ESP,40.29,25.78,34.15
2020-03-15,ESP,23.67,16.11,14.33
2020-03-16,ESP,22.6,12.85,11.45
2020-03-17,ESP,20.05,10.69,10.66
2020-03-18,ESP,18.95,10.04,10.12
2020-03-19,ESP,16.94,9.26,9.07
2020-03-20,ESP,17.59,9.06,9.82
2020-03-21,ESP,12.09,7.76,7.17
2020-03-22,ESP,10.93,8.05,5.82
2020-03-23,ESP,16.88,8.69,8.91
2020-03-24,ESP,16.58,8.69,8.83
2020-03-25,ESP,16.26,8.23,8.75
2020-03-26,ESP,16.55,8.29,8.72
2020-03-27,ESP,16.61,8.01,8.95
2020-03-28,ESP,11.9,7.16,7.04
2020-03-29,ESP,11.5,7.79,6.27
2020-03-30,ESP,15.04,8.15,8.51
2020-03-31,ESP,15.06,8.36,8.67
2020-04-01,ESP,15.23,7.89,8.67
2020-04-02,ESP,15.37,8.17,8.99
2020-04-03,ESP,15.54,7.33,9.52
2020-04-04,ESP,11.85,7.04,7.42
2020-04-05,ESP,11.31,7.58,6.3
2020-04-06,ESP,16.55,8.47,9.58
2020-04-07,ESP,17.53,8.72,10.2
2020-04-08,ESP,17.96,8.75,10.85
2020-04-09,ESP,14.04,8.11,8.21
2020-04-10,ESP,12.48,7.61,6.99
2020-04-11,ESP,13.55,7.73,8.26
2020-04-12,ESP,12.69,8.25,6.67
2020-04-13,ESP,18.16,9.76,9.63
2020-04-14,ESP,20.75,9.41,11.28
2020-04-15,ESP,20.82,9.57,11.11
2020-04-16,ESP,21.06,9.44,11.54
2020-04-17,ESP,20.86,9.32,11.98
2020-04-18,ESP,15.25,8.3,9.64
2020-04-19,ESP,14.62,9.0,7.83
2020-04-20,ESP,21.45,10.26,11.81
2020-04-21,ESP,21.85,9.54,11.76
2020-04-22,ESP,23.46,10.26,13.93
2020-04-23,ESP,25.06,10.37,17.73
2020-04-24,ESP,24.36,10.1,16.94
2020-04-25,ESP,20.08,9.84,19.26
