country,date,parks,residential,retail-and-recreation,transit-stations,workplaces,grocery-and-pharmacy
CIV,2020-02-26,5.0,0.0,0.0,2.0,2.0,-1.0
CIV,2020-02-27,7.0,0.0,-1.0,0.0,2.0,0.0
CIV,2020-02-28,9.0,-1.0,0.0,0.0,2.0,0.0
CIV,2020-02-29,10.0,-1.0,4.0,3.0,4.0,3.0
CIV,2020-03-01,10.0,-1.0,3.0,3.0,5.0,3.0
CIV,2020-03-02,8.0,0.0,3.0,5.0,5.0,3.0
CIV,2020-03-03,9.0,-1.0,5.0,6.0,4.0,4.0
CIV,2020-03-04,9.0,0.0,6.0,9.0,3.0,5.0
CIV,2020-03-05,10.0,0.0,3.0,8.0,3.0,4.0
CIV,2020-03-06,10.0,-1.0,2.0,5.0,1.0,2.0
CIV,2020-03-07,9.0,-1.0,4.0,5.0,1.0,2.0
CIV,2020-03-08,9.0,-1.0,5.0,7.0,3.0,2.0
CIV,2020-03-09,12.0,-1.0,4.0,7.0,5.0,3.0
CIV,2020-03-10,12.0,-1.0,6.0,9.0,5.0,6.0
CIV,2020-03-11,9.0,-1.0,5.0,9.0,4.0,5.0
CIV,2020-03-12,6.0,0.0,2.0,5.0,2.0,2.0
CIV,2020-03-13,4.0,0.0,-2.0,-1.0,0.0,-3.0
CIV,2020-03-14,2.0,0.0,-2.0,-3.0,-1.0,-4.0
CIV,2020-03-15,4.0,-1.0,1.0,1.0,1.0,1.0
CIV,2020-03-16,7.0,0.0,1.0,1.0,1.0,6.0
CIV,2020-03-17,6.0,3.0,0.0,-1.0,-5.0,9.0
CIV,2020-03-18,0.0,5.0,-6.0,-4.0,-6.0,2.0
CIV,2020-03-19,-2.0,7.0,-8.0,-7.0,-8.0,0.0
CIV,2020-03-20,-5.0,8.0,-12.0,-13.0,-7.0,-4.0
CIV,2020-03-21,-8.0,8.0,-17.0,-18.0,-5.0,-8.0
CIV,2020-03-22,-12.0,9.0,-19.0,-18.0,-5.0,-8.0
CIV,2020-03-23,-7.0,10.0,-17.0,-19.0,-12.0,-6.0
CIV,2020-03-24,-11.0,13.0,-23.0,-22.0,-16.0,-8.0
CIV,2020-03-25,-15.0,15.0,-25.0,-25.0,-18.0,-10.0
CIV,2020-03-26,-15.0,16.0,-24.0,-24.0,-21.0,-9.0
CIV,2020-03-27,-18.0,17.0,-31.0,-30.0,-21.0,-13.0
CIV,2020-03-28,-19.0,14.0,-34.0,-30.0,-13.0,-18.0
CIV,2020-03-29,-21.0,14.0,-35.0,-33.0,-9.0,-21.0
CIV,2020-03-30,-17.0,17.0,-28.0,-34.0,-24.0,-16.0
CIV,2020-03-31,-13.0,16.0,-28.0,-34.0,-25.0,-15.0
CIV,2020-04-01,-19.0,17.0,-29.0,-33.0,-24.0,-16.0
CIV,2020-04-02,-15.0,17.0,-26.0,-30.0,-25.0,-13.0
CIV,2020-04-03,-18.0,18.0,-30.0,-33.0,-23.0,-16.0
CIV,2020-04-04,-21.0,14.0,-34.0,-36.0,-13.0,-22.0
CIV,2020-04-05,-23.0,14.0,-33.0,-37.0,-7.0,-22.0
CIV,2020-04-06,-17.0,17.0,-27.0,-33.0,-24.0,-16.0
CIV,2020-04-07,-19.0,16.0,-27.0,-34.0,-26.0,-15.0
CIV,2020-04-08,-20.0,17.0,-29.0,-32.0,-26.0,-18.0
CIV,2020-04-09,-19.0,19.0,-28.0,-30.0,-26.0,-16.0
CIV,2020-04-10,-22.0,20.0,-33.0,-34.0,-25.0,-18.0
CIV,2020-04-11,-21.0,15.0,-32.0,-33.0,-12.0,-19.0
CMR,2020-02-16,-2.0,1.0,-1.0,4.0,2.0,1.0
CMR,2020-02-17,-1.0,1.0,-3.0,1.0,2.0,0.0
CMR,2020-02-18,-1.0,1.0,-4.0,0.0,3.0,0.0
CMR,2020-02-19,-2.0,1.0,-5.0,0.0,2.0,0.0
CMR,2020-02-20,1.0,1.0,-4.0,-2.0,1.0,-1.0
CMR,2020-02-21,-1.0,1.0,-6.0,-4.0,0.0,-5.0
CMR,2020-02-22,-5.0,1.0,-9.0,-6.0,-3.0,-7.0
CMR,2020-02-23,-5.0,0.0,-6.0,-3.0,1.0,-3.0
CMR,2020-02-24,-2.0,0.0,-4.0,-2.0,2.0,0.0
CMR,2020-02-25,1.0,0.0,-2.0,0.0,2.0,2.0
CMR,2020-02-26,2.0,0.0,-2.0,2.0,2.0,3.0
CMR,2020-02-27,4.0,1.0,-2.0,3.0,0.0,2.0
CMR,2020-02-28,2.0,0.0,-2.0,1.0,0.0,0.0
CMR,2020-02-29,1.0,0.0,-2.0,1.0,0.0,0.0
CMR,2020-03-01,0.0,0.0,-1.0,4.0,3.0,2.0
CMR,2020-03-02,1.0,0.0,-2.0,6.0,4.0,0.0
CMR,2020-03-03,3.0,0.0,-2.0,6.0,4.0,2.0
CMR,2020-03-04,2.0,0.0,1.0,7.0,4.0,4.0
CMR,2020-03-05,3.0,0.0,1.0,7.0,3.0,3.0
CMR,2020-03-06,4.0,0.0,-1.0,6.0,4.0,4.0
CMR,2020-03-07,6.0,-1.0,5.0,6.0,7.0,5.0
CMR,2020-03-08,2.0,-1.0,4.0,5.0,6.0,1.0
CMR,2020-03-09,-3.0,-1.0,-4.0,3.0,2.0,-3.0
CMR,2020-03-10,0.0,0.0,-4.0,2.0,3.0,-2.0
CMR,2020-03-11,1.0,0.0,-5.0,0.0,2.0,-1.0
CMR,2020-03-12,1.0,0.0,-6.0,-1.0,1.0,-3.0
CMR,2020-03-13,1.0,-1.0,-6.0,-2.0,0.0,-6.0
CMR,2020-03-14,0.0,0.0,-7.0,-3.0,0.0,-6.0
CMR,2020-03-15,-1.0,-1.0,-7.0,-1.0,1.0,-4.0
CMR,2020-03-16,0.0,-1.0,-5.0,1.0,2.0,-3.0
CMR,2020-03-17,-2.0,0.0,-6.0,-1.0,0.0,0.0
CMR,2020-03-18,-4.0,4.0,-12.0,-6.0,-7.0,1.0
CMR,2020-03-19,-11.0,6.0,-16.0,-11.0,-8.0,-8.0
CMR,2020-03-20,-15.0,7.0,-19.0,-14.0,-9.0,-15.0
CMR,2020-03-21,-18.0,7.0,-19.0,-15.0,-4.0,-13.0
CMR,2020-03-22,-20.0,8.0,-22.0,-19.0,-5.0,-17.0
CMR,2020-03-23,-18.0,7.0,-17.0,-13.0,-11.0,-10.0
CMR,2020-03-24,-21.0,10.0,-23.0,-18.0,-15.0,-15.0
CMR,2020-03-25,-15.0,8.0,-19.0,-17.0,-14.0,-11.0
CMR,2020-03-26,-16.0,9.0,-20.0,-16.0,-14.0,-13.0
CMR,2020-03-27,-15.0,10.0,-20.0,-19.0,-13.0,-14.0
CMR,2020-03-28,-18.0,9.0,-24.0,-20.0,-6.0,-16.0
CMR,2020-03-29,-19.0,9.0,-26.0,-23.0,-3.0,-20.0
CMR,2020-03-30,-19.0,8.0,-20.0,-18.0,-16.0,-16.0
CMR,2020-03-31,-18.0,9.0,-21.0,-18.0,-17.0,-16.0
CMR,2020-04-01,-19.0,11.0,-24.0,-22.0,-18.0,-16.0
CMR,2020-04-02,-19.0,11.0,-25.0,-24.0,-20.0,-19.0
CMR,2020-04-03,-19.0,12.0,-27.0,-25.0,-17.0,-17.0
CMR,2020-04-04,-21.0,11.0,-27.0,-22.0,-8.0,-17.0
CMR,2020-04-05,-22.0,10.0,-27.0,-25.0,-2.0,-18.0
CMR,2020-04-06,-20.0,10.0,-23.0,-21.0,-19.0,-17.0
CMR,2020-04-07,-20.0,10.0,-23.0,-22.0,-20.0,-17.0
CMR,2020-04-08,-21.0,12.0,-27.0,-26.0,-21.0,-20.0
CMR,2020-04-09,-19.0,12.0,-26.0,-25.0,-22.0,-19.0
CMR,2020-04-10,-26.0,17.0,-32.0,-30.0,-36.0,-22.0
CMR,2020-04-11,-23.0,14.0,-31.0,-27.0,-11.0,-22.0
COL,2020-02-16,-4.0,-1.0,-1.0,6.0,15.0,3.0
COL,2020-02-17,-3.0,-1.0,-3.0,10.0,17.0,1.0
COL,2020-02-18,-4.0,-2.0,-5.0,6.0,13.0,-4.0
COL,2020-02-19,-5.0,-1.0,-5.0,2.0,8.0,-4.0
COL,2020-02-20,-6.0,-1.0,-2.0,8.0,12.0,-1.0
COL,2020-02-21,-8.0,0.0,-2.0,3.0,6.0,-2.0
COL,2020-02-22,-11.0,2.0,-6.0,-4.0,-1.0,-4.0
COL,2020-02-23,-10.0,0.0,-7.0,4.0,9.0,-4.0
COL,2020-02-24,-9.0,0.0,-8.0,8.0,13.0,-5.0
COL,2020-02-25,-6.0,-1.0,-7.0,7.0,13.0,-5.0
COL,2020-02-26,-6.0,-2.0,-6.0,5.0,13.0,-3.0
COL,2020-02-27,-4.0,-2.0,1.0,8.0,18.0,4.0
COL,2020-02-28,-3.0,-2.0,6.0,8.0,13.0,10.0
COL,2020-02-29,-2.0,0.0,6.0,5.0,5.0,13.0
COL,2020-03-01,-3.0,-1.0,3.0,9.0,12.0,10.0
COL,2020-03-02,-3.0,-2.0,1.0,14.0,18.0,7.0
COL,2020-03-03,-2.0,-2.0,-1.0,12.0,17.0,4.0
COL,2020-03-04,-1.0,-2.0,-1.0,9.0,15.0,3.0
COL,2020-03-05,-2.0,-2.0,0.0,10.0,18.0,4.0
COL,2020-03-06,-4.0,-1.0,2.0,8.0,15.0,4.0
COL,2020-03-07,-4.0,0.0,4.0,2.0,7.0,5.0
COL,2020-03-08,-6.0,0.0,1.0,4.0,10.0,2.0
COL,2020-03-09,-9.0,-1.0,-6.0,10.0,17.0,-1.0
COL,2020-03-10,-8.0,-1.0,-7.0,11.0,16.0,-3.0
COL,2020-03-11,-7.0,-1.0,-8.0,6.0,13.0,-2.0
COL,2020-03-12,-9.0,-1.0,-8.0,3.0,14.0,0.0
COL,2020-03-13,-11.0,0.0,-6.0,1.0,14.0,4.0
COL,2020-03-14,-12.0,2.0,-8.0,-6.0,6.0,8.0
COL,2020-03-15,-16.0,4.0,-14.0,-12.0,0.0,10.0
COL,2020-03-16,-19.0,6.0,-17.0,-16.0,-5.0,12.0
COL,2020-03-17,-21.0,10.0,-25.0,-22.0,-14.0,11.0
COL,2020-03-18,-24.0,11.0,-29.0,-28.0,-21.0,8.0
COL,2020-03-19,-31.0,14.0,-38.0,-37.0,-30.0,-1.0
COL,2020-03-20,-56.0,26.0,-66.0,-66.0,-51.0,-35.0
COL,2020-03-21,-76.0,29.0,-83.0,-78.0,-64.0,-57.0
COL,2020-03-22,-78.0,27.0,-85.0,-78.0,-59.0,-64.0
COL,2020-03-23,-75.0,36.0,-84.0,-81.0,-79.0,-63.0
COL,2020-03-24,-62.0,29.0,-72.0,-67.0,-63.0,-43.0
COL,2020-03-25,-75.0,35.0,-83.0,-80.0,-75.0,-64.0
COL,2020-03-26,-74.0,36.0,-82.0,-80.0,-75.0,-61.0
COL,2020-03-27,-74.0,37.0,-82.0,-80.0,-73.0,-59.0
COL,2020-03-28,-76.0,31.0,-84.0,-80.0,-67.0,-61.0
COL,2020-03-29,-80.0,26.0,-86.0,-82.0,-58.0,-68.0
COL,2020-03-30,-71.0,34.0,-79.0,-79.0,-73.0,-56.0
COL,2020-03-31,-69.0,34.0,-78.0,-78.0,-72.0,-52.0
COL,2020-04-01,-69.0,33.0,-78.0,-78.0,-73.0,-53.0
COL,2020-04-02,-68.0,34.0,-78.0,-78.0,-73.0,-51.0
COL,2020-04-03,-71.0,36.0,-79.0,-78.0,-71.0,-53.0
COL,2020-04-04,-74.0,31.0,-82.0,-79.0,-66.0,-58.0
COL,2020-04-05,-79.0,26.0,-85.0,-81.0,-57.0,-66.0
COL,2020-04-06,-69.0,34.0,-77.0,-77.0,-72.0,-53.0
COL,2020-04-07,-67.0,33.0,-76.0,-76.0,-71.0,-49.0
COL,2020-04-08,-66.0,32.0,-76.0,-76.0,-73.0,-48.0
COL,2020-04-09,-76.0,38.0,-85.0,-85.0,-83.0,-63.0
COL,2020-04-10,-82.0,42.0,-89.0,-88.0,-85.0,-75.0
COL,2020-04-11,-77.0,32.0,-84.0,-81.0,-69.0,-65.0
CPV,2020-02-16,-7.0,-1.0,-2.0,1.0,0.0,-5.0
CPV,2020-02-17,-6.0,-1.0,-1.0,-8.0,1.0,-6.0
CPV,2020-02-18,1.0,0.0,-3.0,-8.0,0.0,-5.0
CPV,2020-02-19,-2.0,1.0,1.0,-4.0,0.0,-2.0
CPV,2020-02-20,0.0,0.0,-1.0,-6.0,-3.0,0.0
CPV,2020-02-21,-1.0,0.0,0.0,-4.0,-7.0,2.0
CPV,2020-02-22,-2.0,1.0,4.0,-7.0,-1.0,4.0
CPV,2020-02-23,2.0,0.0,6.0,-6.0,-9.0,6.0
CPV,2020-02-24,2.0,0.0,5.0,-14.0,-22.0,6.0
CPV,2020-02-25,-7.0,7.0,-15.0,-13.0,-48.0,-20.0
CPV,2020-02-26,-5.0,2.0,-7.0,-1.0,-16.0,-10.0
CPV,2020-02-27,-4.0,0.0,-3.0,-9.0,-1.0,-4.0
CPV,2020-02-28,-6.0,1.0,0.0,-9.0,2.0,-3.0
CPV,2020-02-29,-5.0,1.0,0.0,-8.0,-1.0,-3.0
CPV,2020-03-01,-5.0,0.0,2.0,-4.0,2.0,1.0
CPV,2020-03-02,-8.0,0.0,0.0,-5.0,3.0,0.0
CPV,2020-03-03,-4.0,0.0,-1.0,-10.0,3.0,-1.0
CPV,2020-03-04,-5.0,0.0,1.0,-9.0,3.0,-2.0
CPV,2020-03-05,-9.0,0.0,0.0,-9.0,2.0,-3.0
CPV,2020-03-06,-8.0,0.0,1.0,-10.0,2.0,-3.0
CPV,2020-03-07,-9.0,0.0,4.0,-11.0,2.0,-4.0
CPV,2020-03-08,-9.0,0.0,4.0,-11.0,3.0,-4.0
CPV,2020-03-09,-8.0,0.0,1.0,-9.0,5.0,-4.0
CPV,2020-03-10,-8.0,0.0,-3.0,-13.0,4.0,-5.0
CPV,2020-03-11,-6.0,0.0,-4.0,-14.0,3.0,-3.0
CPV,2020-03-12,-9.0,0.0,-4.0,-13.0,2.0,0.0
CPV,2020-03-13,-10.0,0.0,-6.0,-18.0,1.0,-1.0
CPV,2020-03-14,-13.0,1.0,-8.0,-21.0,-2.0,-5.0
CPV,2020-03-15,-17.0,1.0,-9.0,-17.0,-2.0,-8.0
CPV,2020-03-16,-20.0,0.0,-8.0,-10.0,5.0,1.0
CPV,2020-03-17,-23.0,1.0,-12.0,-20.0,2.0,0.0
CPV,2020-03-18,-20.0,2.0,-14.0,-27.0,1.0,1.0
CPV,2020-03-19,-26.0,4.0,-20.0,-37.0,-1.0,-2.0
CPV,2020-03-20,-35.0,6.0,-30.0,-45.0,-8.0,-6.0
CPV,2020-03-21,-44.0,10.0,-40.0,-56.0,-20.0,-20.0
CPV,2020-03-22,-45.0,,-43.0,-53.0,-28.0,-32.0
CPV,2020-03-23,-41.0,13.0,-34.0,-46.0,-28.0,-18.0
CPV,2020-03-24,-42.0,14.0,-39.0,-49.0,-33.0,-26.0
CPV,2020-03-25,-42.0,16.0,-44.0,-63.0,-36.0,-27.0
CPV,2020-03-26,-44.0,17.0,-43.0,-55.0,-38.0,-24.0
CPV,2020-03-27,-51.0,23.0,-51.0,-75.0,-49.0,-37.0
CPV,2020-03-28,-51.0,19.0,-54.0,-77.0,-45.0,-40.0
CPV,2020-03-29,-57.0,,-60.0,-88.0,-40.0,-48.0
CPV,2020-03-30,-47.0,24.0,-53.0,-77.0,-55.0,-42.0
CPV,2020-03-31,-47.0,27.0,-56.0,-81.0,-60.0,-44.0
CPV,2020-04-01,-44.0,28.0,-58.0,-83.0,-60.0,-46.0
CPV,2020-04-02,-48.0,29.0,-59.0,-82.0,-61.0,-47.0
CPV,2020-04-03,-50.0,30.0,-61.0,-83.0,-60.0,-48.0
CPV,2020-04-04,-51.0,,-63.0,-86.0,-51.0,-50.0
CPV,2020-04-05,-55.0,,-63.0,-87.0,-34.0,-48.0
CPV,2020-04-06,-49.0,28.0,-60.0,-84.0,-61.0,-46.0
CPV,2020-04-07,-52.0,27.0,-62.0,-85.0,-63.0,-49.0
CPV,2020-04-08,-50.0,28.0,-63.0,-81.0,-62.0,-48.0
CPV,2020-04-09,-51.0,28.0,-64.0,-80.0,-64.0,-48.0
CPV,2020-04-10,-57.0,,-69.0,-88.0,-73.0,-61.0
CPV,2020-04-11,-55.0,,-63.0,-84.0,-53.0,-47.0
CRI,2020-02-16,1.0,-3.0,-1.0,2.0,20.0,5.0
CRI,2020-02-17,-1.0,-3.0,-3.0,1.0,20.0,3.0
CRI,2020-02-18,-1.0,-2.0,-4.0,0.0,20.0,0.0
CRI,2020-02-19,-2.0,-2.0,-4.0,0.0,19.0,-1.0
CRI,2020-02-20,-4.0,-2.0,-5.0,1.0,21.0,0.0
CRI,2020-02-21,-2.0,1.0,-3.0,-1.0,6.0,1.0
CRI,2020-02-22,-1.0,1.0,-4.0,-2.0,1.0,2.0
CRI,2020-02-23,-1.0,-2.0,-4.0,0.0,18.0,1.0
CRI,2020-02-24,-1.0,-2.0,-6.0,0.0,21.0,-1.0
CRI,2020-02-25,-1.0,-2.0,-7.0,-2.0,21.0,-2.0
CRI,2020-02-26,-4.0,-2.0,-6.0,-2.0,20.0,-1.0
CRI,2020-02-27,-2.0,-3.0,0.0,1.0,22.0,4.0
CRI,2020-02-28,2.0,-1.0,4.0,4.0,11.0,11.0
CRI,2020-02-29,1.0,0.0,3.0,2.0,4.0,13.0
CRI,2020-03-01,2.0,-2.0,1.0,2.0,16.0,11.0
CRI,2020-03-02,2.0,-3.0,-1.0,2.0,22.0,8.0
CRI,2020-03-03,0.0,-3.0,-3.0,0.0,21.0,4.0
CRI,2020-03-04,-2.0,-2.0,-4.0,-1.0,20.0,2.0
CRI,2020-03-05,-4.0,-2.0,-4.0,-1.0,21.0,2.0
CRI,2020-03-06,-5.0,0.0,-3.0,-2.0,13.0,3.0
CRI,2020-03-07,-6.0,2.0,-4.0,-5.0,3.0,4.0
CRI,2020-03-08,-6.0,0.0,-6.0,-5.0,11.0,4.0
CRI,2020-03-09,-6.0,-2.0,-8.0,-3.0,20.0,4.0
CRI,2020-03-10,-8.0,-1.0,-10.0,-7.0,18.0,2.0
CRI,2020-03-11,-11.0,1.0,-12.0,-10.0,16.0,-1.0
CRI,2020-03-12,-12.0,1.0,-10.0,-11.0,15.0,1.0
CRI,2020-03-13,-11.0,2.0,-8.0,-11.0,11.0,6.0
CRI,2020-03-14,-16.0,5.0,-13.0,-15.0,1.0,7.0
CRI,2020-03-15,-20.0,5.0,-19.0,-18.0,0.0,7.0
CRI,2020-03-16,-19.0,5.0,-19.0,-20.0,-1.0,8.0
CRI,2020-03-17,-29.0,10.0,-28.0,-28.0,-15.0,-4.0
CRI,2020-03-18,-35.0,13.0,-36.0,-35.0,-19.0,-13.0
CRI,2020-03-19,-45.0,16.0,-43.0,-42.0,-24.0,-17.0
CRI,2020-03-20,-52.0,19.0,-50.0,-48.0,-26.0,-25.0
CRI,2020-03-21,-62.0,20.0,-59.0,-56.0,-28.0,-33.0
CRI,2020-03-22,-66.0,20.0,-64.0,-62.0,-34.0,-40.0
CRI,2020-03-23,-54.0,19.0,-50.0,-54.0,-35.0,-32.0
CRI,2020-03-24,-58.0,20.0,-53.0,-56.0,-38.0,-35.0
CRI,2020-03-25,-57.0,21.0,-54.0,-57.0,-39.0,-36.0
CRI,2020-03-26,-58.0,22.0,-54.0,-58.0,-40.0,-35.0
CRI,2020-03-27,-56.0,22.0,-53.0,-57.0,-37.0,-29.0
CRI,2020-03-28,-63.0,22.0,-59.0,-61.0,-34.0,-33.0
CRI,2020-03-29,-71.0,21.0,-68.0,-68.0,-39.0,-41.0
CRI,2020-03-30,-53.0,19.0,-47.0,-56.0,-39.0,-28.0
CRI,2020-03-31,-53.0,19.0,-48.0,-55.0,-41.0,-27.0
CRI,2020-04-01,-54.0,20.0,-49.0,-56.0,-41.0,-27.0
CRI,2020-04-02,-54.0,21.0,-48.0,-55.0,-42.0,-23.0
CRI,2020-04-03,-57.0,23.0,-55.0,-57.0,-42.0,-29.0
CRI,2020-04-04,-69.0,25.0,-73.0,-67.0,-46.0,-40.0
CRI,2020-04-05,-74.0,21.0,-74.0,-70.0,-43.0,-41.0
CRI,2020-04-06,-65.0,25.0,-67.0,-67.0,-60.0,-36.0
CRI,2020-04-07,-66.0,25.0,-68.0,-68.0,-63.0,-33.0
CRI,2020-04-08,-76.0,31.0,-80.0,-82.0,-73.0,-51.0
CRI,2020-04-09,-83.0,37.0,-86.0,-89.0,-83.0,-64.0
CRI,2020-04-10,-86.0,40.0,-88.0,-90.0,-83.0,-70.0
CRI,2020-04-11,-82.0,31.0,-84.0,-85.0,-67.0,-62.0
CZE,2020-02-16,17.0,0.0,4.0,1.0,-2.0,2.0
CZE,2020-02-17,22.0,0.0,8.0,1.0,-2.0,5.0
CZE,2020-02-18,7.0,0.0,4.0,-1.0,-2.0,1.0
CZE,2020-02-19,15.0,0.0,4.0,0.0,-2.0,2.0
CZE,2020-02-20,6.0,0.0,2.0,-1.0,-3.0,3.0
CZE,2020-02-21,26.0,-2.0,8.0,9.0,3.0,6.0
CZE,2020-02-22,-9.0,-1.0,4.0,3.0,2.0,4.0
CZE,2020-02-23,7.0,0.0,3.0,1.0,0.0,2.0
CZE,2020-02-24,13.0,0.0,5.0,2.0,0.0,5.0
CZE,2020-02-25,10.0,0.0,4.0,0.0,-1.0,6.0
CZE,2020-02-26,9.0,0.0,3.0,0.0,-1.0,9.0
CZE,2020-02-27,3.0,0.0,1.0,0.0,-1.0,7.0
CZE,2020-02-28,0.0,0.0,1.0,1.0,3.0,5.0
CZE,2020-02-29,20.0,-1.0,6.0,7.0,4.0,7.0
CZE,2020-03-01,22.0,0.0,3.0,3.0,1.0,5.0
CZE,2020-03-02,1.0,1.0,0.0,-4.0,-1.0,2.0
CZE,2020-03-03,6.0,1.0,2.0,-3.0,-1.0,2.0
CZE,2020-03-04,19.0,0.0,2.0,0.0,-1.0,2.0
CZE,2020-03-05,10.0,1.0,1.0,-1.0,-1.0,3.0
CZE,2020-03-06,-2.0,1.0,0.0,-1.0,1.0,5.0
CZE,2020-03-07,20.0,-1.0,7.0,4.0,4.0,12.0
CZE,2020-03-08,27.0,0.0,7.0,4.0,2.0,10.0
CZE,2020-03-09,7.0,1.0,1.0,-2.0,-1.0,10.0
CZE,2020-03-10,-1.0,3.0,-1.0,-9.0,-7.0,14.0
CZE,2020-03-11,-2.0,5.0,-6.0,-18.0,-15.0,13.0
CZE,2020-03-12,7.0,6.0,-11.0,-21.0,-16.0,18.0
CZE,2020-03-13,7.0,7.0,-33.0,-26.0,-14.0,14.0
CZE,2020-03-14,26.0,5.0,-56.0,-28.0,-8.0,15.0
CZE,2020-03-15,19.0,8.0,-58.0,-38.0,-18.0,5.0
CZE,2020-03-16,-19.0,16.0,-62.0,-52.0,-32.0,-16.0
CZE,2020-03-17,-12.0,18.0,-65.0,-56.0,-40.0,-23.0
CZE,2020-03-18,-4.0,19.0,-65.0,-56.0,-42.0,-21.0
CZE,2020-03-19,-14.0,20.0,-67.0,-58.0,-44.0,-20.0
CZE,2020-03-20,-33.0,21.0,-70.0,-61.0,-41.0,-17.0
CZE,2020-03-21,-58.0,15.0,-78.0,-66.0,-32.0,-23.0
CZE,2020-03-22,-37.0,14.0,-75.0,-64.0,-34.0,-28.0
CZE,2020-03-23,-26.0,21.0,-64.0,-60.0,-44.0,-21.0
CZE,2020-03-24,-17.0,21.0,-64.0,-59.0,-45.0,-20.0
CZE,2020-03-25,-16.0,21.0,-64.0,-58.0,-45.0,-20.0
CZE,2020-03-26,-22.0,22.0,-65.0,-60.0,-45.0,-19.0
CZE,2020-03-27,2.0,21.0,-64.0,-56.0,-44.0,-16.0
CZE,2020-03-28,18.0,11.0,-71.0,-49.0,-27.0,-19.0
CZE,2020-03-29,-24.0,11.0,-73.0,-61.0,-31.0,-26.0
CZE,2020-03-30,-21.0,20.0,-61.0,-58.0,-44.0,-19.0
CZE,2020-03-31,-25.0,21.0,-62.0,-58.0,-45.0,-18.0
CZE,2020-04-01,0.0,20.0,-61.0,-55.0,-44.0,-16.0
CZE,2020-04-02,3.0,20.0,-60.0,-56.0,-45.0,-15.0
CZE,2020-04-03,-23.0,22.0,-63.0,-57.0,-44.0,-12.0
CZE,2020-04-04,-5.0,11.0,-70.0,-51.0,-27.0,-16.0
CZE,2020-04-05,45.0,7.0,-63.0,-46.0,-27.0,-13.0
CZE,2020-04-06,16.0,18.0,-55.0,-51.0,-43.0,-11.0
CZE,2020-04-07,1.0,17.0,-63.0,-45.0,-44.0,0.0
CZE,2020-04-08,2.0,16.0,-62.0,-44.0,-44.0,8.0
CZE,2020-04-09,2.0,15.0,-54.0,-43.0,-47.0,21.0
CZE,2020-04-10,11.0,26.0,-74.0,-58.0,-77.0,-22.0
CZE,2020-04-11,9.0,7.0,-67.0,-37.0,-27.0,4.0
DEU,2020-02-16,8.0,0.0,2.0,1.0,-2.0,2.0
DEU,2020-02-17,10.0,1.0,2.0,1.0,-1.0,2.0
DEU,2020-02-18,6.0,1.0,3.0,-1.0,-1.0,1.0
DEU,2020-02-19,13.0,1.0,3.0,3.0,-4.0,-1.0
DEU,2020-02-20,14.0,2.0,2.0,-1.0,-7.0,1.0
DEU,2020-02-21,24.0,0.0,0.0,7.0,-3.0,-1.0
DEU,2020-02-22,-15.0,0.0,0.0,3.0,-3.0,7.0
DEU,2020-02-23,9.0,3.0,2.0,-4.0,-17.0,-2.0
DEU,2020-02-24,15.0,4.0,0.0,-5.0,-14.0,-2.0
DEU,2020-02-25,3.0,2.0,-3.0,-7.0,-7.0,0.0
DEU,2020-02-26,-3.0,2.0,-5.0,-5.0,-5.0,2.0
DEU,2020-02-27,5.0,2.0,0.0,-3.0,-5.0,9.0
DEU,2020-02-28,9.0,1.0,0.0,0.0,-2.0,7.0
DEU,2020-02-29,17.0,0.0,5.0,3.0,0.0,14.0
DEU,2020-03-01,14.0,0.0,4.0,1.0,0.0,12.0
DEU,2020-03-02,9.0,1.0,1.0,-3.0,0.0,6.0
DEU,2020-03-03,11.0,1.0,1.0,-4.0,0.0,3.0
DEU,2020-03-04,6.0,1.0,-2.0,-4.0,0.0,1.0
DEU,2020-03-05,-6.0,2.0,-4.0,-6.0,-1.0,0.0
DEU,2020-03-06,5.0,1.0,-1.0,-4.0,-1.0,0.0
DEU,2020-03-07,25.0,0.0,7.0,0.0,1.0,10.0
DEU,2020-03-08,19.0,0.0,6.0,-2.0,0.0,11.0
DEU,2020-03-09,-2.0,2.0,-4.0,-7.0,-1.0,0.0
DEU,2020-03-10,0.0,2.0,-5.0,-8.0,-1.0,0.0
DEU,2020-03-11,12.0,2.0,-3.0,-8.0,-2.0,4.0
DEU,2020-03-12,1.0,3.0,-8.0,-11.0,-3.0,11.0
DEU,2020-03-13,10.0,4.0,-12.0,-16.0,-4.0,15.0
DEU,2020-03-14,47.0,3.0,-15.0,-18.0,-4.0,11.0
DEU,2020-03-15,64.0,4.0,-11.0,-19.0,-9.0,16.0
DEU,2020-03-16,37.0,7.0,-11.0,-28.0,-20.0,18.0
DEU,2020-03-17,34.0,10.0,-25.0,-36.0,-26.0,9.0
DEU,2020-03-18,37.0,12.0,-37.0,-41.0,-31.0,3.0
DEU,2020-03-19,8.0,14.0,-46.0,-47.0,-34.0,-3.0
DEU,2020-03-20,-17.0,15.0,-54.0,-53.0,-35.0,-6.0
DEU,2020-03-21,-25.0,13.0,-69.0,-59.0,-31.0,-26.0
DEU,2020-03-22,0.0,11.0,-69.0,-57.0,-35.0,-32.0
DEU,2020-03-23,-3.0,17.0,-57.0,-56.0,-41.0,-16.0
DEU,2020-03-24,9.0,18.0,-59.0,-56.0,-43.0,-18.0
